file,emotion,text
/path_to_wavs/Ses02F_impro07_F012.wav,e1,"LIKE  THEY FEEL LIKE . I FEEL LIKE IT'S GOING  TO BE SO  LIKE ACCOMPLISHED DO YOU KNOW WHAT I MEAN ."
/path_to_wavs/Ses02F_impro07_F013.wav,e1,"LIKE IT HAS SOME  PRESTIGE . SO ."
/path_to_wavs/Ses02F_impro07_F014.wav,e1,"YEAH I MEAN THERE'S ALL THE MONEY STUFF AND  MY MOM'S HELPING ME . WITH THE FINANCIAL AID AND STUFF . BUT IT'LL BE FINE ."
/path_to_wavs/Ses02F_impro07_F015.wav,e1,"LIKE NOW THAT I'M ACCEPTED IT'S JUST LIKE . SUCH A HUGE LOAD OFF MY MIND ."
/path_to_wavs/Ses02F_impro07_F016.wav,e1,"I DON'T MIND WORRYING ABOUT ALL THE  PAPERWORK . YOU KNOW ."
/path_to_wavs/Ses02F_impro07_F017.wav,e1,"BECAUSE I DON'T HAVE TO LIKE . MAKE THAT DECISION  ANYMORE I DON'T HAVE TO TRY AND DECIDE LIKE  WHAT THE BAD . SCHOOL I'M GOING TO GO TO IS . YOU KNOW ."
/path_to_wavs/Ses02F_impro07_F018.wav,e1,"I KNOW I . KNOW I THINK YOU GO AND YOU LIKE STAY FOR A COUPLE OF DAYS AND YOU MEET PEOPLE AND AND THEY'LL GIVE YOU LIKE A TOUR AND . SHOW YOU EVERYTHING OH MAN  I'M . JUST SO I'M  SO EXCITED ."
/path_to_wavs/Ses02F_impro07_F019.wav,e1,"YEAH OH TOTALLY IT'S A BEAUTIFUL CAMPUS IT'S GONNA BE REALLY NICE  UM AND EVERYONE IS . FRIENDLY AND LIKE THERE'S IVY ON ALL THE WALLS OH IT'S JUST  SO . IT'S SO LIKE COLLEGIATE ."
/path_to_wavs/Ses02F_impro07_F020.wav,e1,"YOU KNOW WHAT I MEAN LIKE IT'S LIKE EXACTLY . WHAT  I . WANT ."
/path_to_wavs/Ses02F_impro07_F021.wav,e1,"WELL YOU  KNOW I'VE THOUGHT . ABOUT IT . BUT THEY HAVE SO MANY  THINGS THAT I MIGHT LIKE TRY SOME THINGS OUT FIRST ."
/path_to_wavs/Ses02F_impro07_F022.wav,e1,"BECAUSE . ALSO ON THE LIST OF THEIR UM . LIKE G E S OR WHATEVER YOU HAVE A LOT OF CHOICES WITHIN EVERY SINGLE ONE . SO YOU CAN . LIKE  TRY THINGS OUT AND NOT JUST BE LIKE OH I HAVE TO TAKE MATH OH I HAVE TO TAKE THIS YOU KNOW WHAT I MEAN ."
/path_to_wavs/Ses02F_impro07_F023.wav,e1,"SO  UM  SO I DON'T KNOW ."
/path_to_wavs/Ses02F_impro07_F024.wav,e1,"I MEAN I'M GONNA TAKE A BUNCH OF STUFF AND . SEE ."
/path_to_wavs/Ses02F_impro07_F025.wav,e1,"I . THEY HAVE LIKE  THEY JUST HAVE SO MANY LIKE . PRESTIGIOUS LIKE  THIS SCHOOL IS TOP TEN AND  LIKE . THE DEPARTMENTS WITHIN IT YOU KNOW WHAT I MEAN ."
/path_to_wavs/Ses02F_impro07_F026.wav,e1,"I KNOW I GET TO BE ONE  OF THOSE NOW I'LL LIKE WALK AROUND AND BE LIKE A U S C YOU KNOW WHAT I MEAN ."
/path_to_wavs/Ses02F_impro07_F027.wav,e1,"AND YOU'LL BE LIKE ."
/path_to_wavs/Ses02F_impro07_F028.wav,e1,"STUDENT I'M A STUDENT  YES I AM THANK  YOU VERY MUCH ."
/path_to_wavs/Ses02F_impro07_F029.wav,e1,"{BR} ."
/path_to_wavs/Ses02F_impro07_F030.wav,e1,"I KNOW  I'M EXCITED ."
/path_to_wavs/Ses02F_impro07_F031.wav,e1,"WELL THAT'LL TAKE A WHILE {NS} ."
/path_to_wavs/Ses02F_impro07_F032.wav,e1,"THAT'S GOING TO BE A LOT OF WORK ."
/path_to_wavs/Ses02F_impro07_F033.wav,e1,"BUT IT'LL BE FINE I MEAN I'M  SO EXCITED  IT'S GOING TO BE SO . FUN ."
/path_to_wavs/Ses02F_impro07_F034.wav,e1,"I KNOW AND I MEAN THE AREA'S NOT GREAT BUT LIKE . THE SCHOOL MAKES UP FOR IT IT'LL BE FINE  IT'LL  BE GOOD ."
/path_to_wavs/Ses02F_impro07_F035.wav,e1,"I KNOW . I KNOW . SO FUN . I CAN'T WAIT ."
/path_to_wavs/Ses02F_impro07_F036.wav,e1,"I WILL  I WILL . THANK . YOU ."
/path_to_wavs/Ses02F_impro07_F037.wav,e1,"THANKS ."
/path_to_wavs/Ses02F_impro07_M000.wav,e0,"SO . HOW'S IT GOING ."
/path_to_wavs/Ses02F_impro07_M001.wav,e1,"OH  YOU GOT  WHAT . WHERE ."
/path_to_wavs/Ses02F_impro07_M002.wav,e1,"OH NO WAY ."
/path_to_wavs/Ses02F_impro07_M003.wav,e1,"ARE YOU GONNA GO YOU GONNA ."
/path_to_wavs/Ses02F_impro07_M004.wav,e1,"WOW THAT'S ."
/path_to_wavs/Ses02F_impro07_M005.wav,e1,"THAT'S FIRST CHOICE HUH THAT'S SO AWESOME AND NOW LOOK YOU'RE GONNA BE . YOU'RE GONNA BE HERE  YOU KNOW ."
/path_to_wavs/Ses02F_impro07_M006.wav,e1,"YEAH NO DEFINITELY . IT'S GONNA ."
/path_to_wavs/Ses02F_impro07_M007.wav,e1,"YEAH ."
/path_to_wavs/Ses02F_impro07_M008.wav,e1,"YEAH ."
/path_to_wavs/Ses02F_impro07_M009.wav,e1,"FIGHT ON ."
/path_to_wavs/Ses02F_impro07_M010.wav,e1,"{LG} ."
/path_to_wavs/Ses02F_impro07_M011.wav,e1,"WOW THAT'S COOL ."
/path_to_wavs/Ses02F_impro07_M016.wav,e0,"SO ."
/path_to_wavs/Ses02F_impro07_M017.wav,e1,"RIGHT RIGHT RIGHT . OH MAN . THEN YOU'RE GOING TO HAVE TO DO ORIENTATION I GUESS ."
/path_to_wavs/Ses02F_impro07_M018.wav,e1,"THAT'LL BE AWESOME ."
/path_to_wavs/Ses02F_impro07_M019.wav,e1,"I MEAN BECAUSE YOU WENT TO THE CAMPUS BEFORE . RIGHT ."
/path_to_wavs/Ses02F_impro07_M023.wav,e1,"OH MAN ."
/path_to_wavs/Ses02F_impro07_M027.wav,e1,"AHH . YEAH {NS} ."
/path_to_wavs/Ses02F_impro07_M028.wav,e1,"YOU'LL BE LIKE ARE YOU A FAN OR A STUDENT YOU KNOW  STUDENT {LG}  OH MAN THAT'S  AWESOME ."
/path_to_wavs/Ses02F_impro07_M029.wav,e1,"A U S C . GRADUATE NOW  YOU'RE SET ."
/path_to_wavs/Ses02F_impro07_M034.wav,e1,"YOU'RE GETTING CLOSE TO THE BEACH I MEAN GEEZ ."
/path_to_wavs/Ses02F_impro08_F000.wav,e0,"HI MY NAME IS SHILOH WELCOME TO AIRLINE SIX . HI HOW MAY I HELP YOU ."
/path_to_wavs/Ses02F_impro08_F001.wav,e0,"ALL RIGHT SIR ."
/path_to_wavs/Ses02F_impro08_F002.wav,e0,"I COMPLETELY UNDERSTAND AUTOMATED  SYSTEMS ARE VERY DIFFICULT SOMETIMES ."
/path_to_wavs/Ses02F_impro08_F003.wav,e0,"UM HOW MAY I HELP YOU YOU'RE TRYING TO BOOK A SPECIFIC FLIGHT ."
/path_to_wavs/Ses02F_impro08_F004.wav,e0,"OH YEAH ABSOLUTELY YOU KNOW . AND ESPECIALLY  BECAUSE YOU'VE BEEN WAITING SO LONG AND I KNOW THAT UM YOU'VE BEEN HAVING A DIFFICULT TIME ."
/path_to_wavs/Ses02F_impro08_F005.wav,e0,"I WANT TO DEFINITELY GIVE YOU OUR SPECIAL PACKAGE TODAY . WHICH UM . IS USUALLY ONLY FOR VALUED CUSTOMERS WHO HAVE  A RECORD OF HAVING PREVIOUS ."
/path_to_wavs/Ses02F_impro08_F006.wav,e0,"UM  LOTS OF PURCHASES BUT WE'RE GONNA GO AHEAD AND GIVE THAT TO YOU ANYWAY  UH JUST TO MAKE SURE THAT YOU'RE HAPPY WITH YOUR SERVICE HERE ."
/path_to_wavs/Ses02F_impro08_F007.wav,e0,"IS THAT ALL RIGHT ."
/path_to_wavs/Ses02F_impro08_F008.wav,e0,"I CAN DO THAT RIGHT NOW FOR YOU NO . ABSOLUTELY I CAN TAKE CARE OF YOU ALL THE WAY THROUGH TO THE END ."
/path_to_wavs/Ses02F_impro08_F009.wav,e0,"ALL I'M GOING TO NEED IS YOUR  CREDIT CARD NUMBER BUT  JUST GIVE ME ONE MOMENT SO ."
/path_to_wavs/Ses02F_impro08_F010.wav,e0,"UM YOU'RE SCHEDULING A FLIGHT AS WELL  AND YOU WOULD LIKE TO . UM  WE HAVE A HIGHLY DISCOUNTED HOTEL RATE THAT GOES ALONG WITH  THAT . SO THAT . EVERYTHING IS ALL IN ONE DEAL YOU'RE TAKEN CARE OF BY  THE TIME THAT YOU GET . THERE ."
/path_to_wavs/Ses02F_impro08_F011.wav,e0,"ABSOLUTELY WE . WE ."
/path_to_wavs/Ses02F_impro08_F012.wav,e0,"YES I COMPLETELY UNDERSTAND . ACTUALLY OUR OUR AIRLINE  ONLY USES  FIVE STAR HOTEL AND ABOVE EXCEPT WE CHARGE . AT A THREE STAR HOTEL RATE BECAUSE AS A CORPORATION WE ARE ABLE TO GET A DEAL . FROM THE HOTELS  THEMSELVES ."
/path_to_wavs/Ses02F_impro08_F013.wav,e0,"SO YOU WILL ABSOLUTELY BE IN A  HIGH RATED . GREAT HOTEL AND WE CAN MAKE SURE THAT IT'S IN A  AREA OF TOWN THAT YOU LIKE AS WELL ."
/path_to_wavs/Ses02F_impro08_F014.wav,e0,"YEAH ."
/path_to_wavs/Ses02F_impro08_F015.wav,e0,"OKAY ."
/path_to_wavs/Ses02F_impro08_F016.wav,e0,"GREAT . HOW MANY SEATS ."
/path_to_wavs/Ses02F_impro08_F017.wav,e0,"OKAY  GREAT FOUR SEATS I'LL BOOK YOU FOR FOUR SEATS ."
/path_to_wavs/Ses02F_impro08_F018.wav,e0,"OH YEAH . ABSOLUTELY UM WOULD YOU LIKE WINDOW SEATS OR AISLES ."
/path_to_wavs/Ses02F_impro08_F019.wav,e0,"OKAY . I CAN DO UM . A WIN TWO . LIKE A WINDOW AND A AISLE AND A WINDOW AND AN AISLE NEXT TO EACH OTHER SO THAT  EACH OF YOU CAN SIT . TWO BY TWO  AND SWITCH AROUND MAYBE ."
/path_to_wavs/Ses02F_impro08_F020.wav,e0,"OKAY  GREAT WHAT TIME OF THE DAY WOULD YOU LIKE ."
/path_to_wavs/Ses02F_impro08_F021.wav,e0,"ALL RIGHT GREAT WELL WE HAVE A VERY OPEN FLIGHT THAT LEAVES AT NINE A M . AND FORTUNATELY UH . THE TIME CHANGE . ACTUALLY GOES UM BACKWARDS FROM THAT ."
/path_to_wavs/Ses02F_impro08_F022.wav,e0,"SO IT'S A FIVE HOUR FLIGHT BUT YOU'LL . ARRIVE ONLY AT ELEVEN A CLOCK IN THE MORNING SO THAT DAY . YOU CAN HAVE PLENTY OF TIME TO GET TO YOUR HOTEL REST UP AND THEN STILL HAVE A NICE AFTERNOON YOUR FIRST AFTERNOON IN MAUI ."
/path_to_wavs/Ses02F_impro08_F023.wav,e0,"ABSOLUTELY THAT ACTUALLY GOES IN ON THE SAME PACKAGE WITH  OUR HOTEL YOU JUST GIVE ME YOUR ADDRESS WE'LL COME AND PICK UP A TIME . THAT ALLOWS YOU TO GET TO YOUR FLIGHT . WITH PLENTY OF TIME TO SPARE ."
/path_to_wavs/Ses02F_impro08_F024.wav,e0,"AND A . THERE WILL ALSO BE A SHUTTLE WAITING FOR YOU TO TAKE  YOU TO THE APPROPRIATE HOTEL ."
/path_to_wavs/Ses02F_impro08_F025.wav,e0,"YEAH . I COMPLETELY UNDERSTAND IT'S A DIFFICULT PROCESS SOMETIMES AND WE WANT TO MAKE TRAVELING AS EASY AS POSSIBLE ."
/path_to_wavs/Ses02F_impro08_F026.wav,e0,"ABSOLUTELY THANK YOU SO MUCH FOR CALLING AND WE HOPE THAT YOU WILL . COME TO US AGAIN ."
/path_to_wavs/Ses02F_impro08_F027.wav,e0,"THANK YOU ."
/path_to_wavs/Ses02F_impro08_M003.wav,e0,"OKAY ."
/path_to_wavs/Ses02F_impro08_M005.wav,e0,"YOU . YOU CAN DO THAT  YOU CAN DO THAT NOW I DON'T HAVE TO GET LIKE TRANSFERRED . THROUGH OR ANYTHING LIKE THAT ."
/path_to_wavs/Ses02F_impro08_M006.wav,e0,"{BR} THAT'S GOOD ."
/path_to_wavs/Ses02F_impro08_M007.wav,e0,"ALL RIGHT I WANT TO MAKE SURE IT'S LIKE A . NICE HOTEL I MEAN  MEAN . I'M GONNA BE PAYING A LOT OF MONEY FOR THIS SO I DON'T WANNA I DON'T WANNA YOU KNOW . I DON'T WANNA TO BE  A WASTE OF TIME ."
/path_to_wavs/Ses02F_impro08_M008.wav,e0,"OKAY . SO ."
/path_to_wavs/Ses02F_impro08_M009.wav,e0,"WELL . YOU KNOW  WE WANTED TO WE WANTED TO GO TO MAUI . AND THAT WAS A ."
/path_to_wavs/Ses02F_impro08_M010.wav,e0,"YOU KNOW THE KIDS WANNA GO TO THE BEACH AND STUFF AND SO UM ."
/path_to_wavs/Ses02F_impro08_M011.wav,e0,"WELL IT'S GONNA BE FOUR OF THEM ."
/path_to_wavs/Ses02F_impro08_M012.wav,e0,"ALL RIGHT AND CAN THEY LIKE ALL GET TOGETHER ."
/path_to_wavs/Ses02F_impro08_M013.wav,e0,"UM . YOU KNOW WINDOW IS NICE I GUESS ."
/path_to_wavs/Ses02F_impro08_M015.wav,e0,"UH WELL YEAH I THINK WE WERE JUST  YOU KNOW WHENEVER BEST AVAILABLE I GUESS YOU  KNOW ."
/path_to_wavs/Ses02F_impro08_M016.wav,e0,"AND LIKE THERE'S THERE'S SHUTTLES OR SOMETHING THAT I CAN GET TO THE  HOTEL ."
/path_to_wavs/Ses02F_impro08_M018.wav,e0,"ALL RIGHT SO WE'RE CONFIRMED THEN OR DO YOU  ALL RIGHT ."
/path_to_wavs/Ses02F_impro08_M019.wav,e0,"OKAY ."
/path_to_wavs/Ses02F_script01_1_F004.wav,e3,"DID YOU TALK TO HIM ."
/path_to_wavs/Ses02F_script01_1_F005.wav,e3,"HE CRIED HARD ."
/path_to_wavs/Ses02F_script01_1_F006.wav,e3,"WHAT WAS HE  DOING OUT HERE AT THAT HOUR ."
/path_to_wavs/Ses02F_script01_1_F017.wav,e3,"I'VE . GOT AN IDEA BUT  WHAT'S THE STORY ."
/path_to_wavs/Ses02F_script01_1_F018.wav,e0,"WELL THAT'S ONLY YOUR BUSINESS CHRIS ."
/path_to_wavs/Ses02F_script01_1_F019.wav,e2,"WHAT DO YOU WANT ME TO DO YOU'RE OLD ENOUGH TO KNOW YOUR OWN MIND ."
/path_to_wavs/Ses02F_script01_1_F021.wav,e0,"I'M JUST SAYING THAT ."
/path_to_wavs/Ses02F_script01_1_F025.wav,e0,"YOU'RE A CONSIDERATE FELLOW THERE'S NOTHING WRONG WITH THAT ."
/path_to_wavs/Ses02F_script01_1_F026.wav,e0,"{BR}  HAVE YOU ASKED ANNIE YET ."
/path_to_wavs/Ses02F_script01_1_F027.wav,e0,"WELL HOW DO YOU KNOW SHE'LL MARRY YOU MAYBE SHE FEELS THE SAME WAY YOUR FATHER DOES ."
/path_to_wavs/Ses02F_script01_1_F028.wav,e3,"TROUBLE IS YOU DON'T SEE ENOUGH WOMEN ."
/path_to_wavs/Ses02F_script01_1_F036.wav,e2,"ARE YOU CRAZY ."
/path_to_wavs/Ses02F_script01_1_F037.wav,e2,"WHAT ABOUT THE BUSINESS WHAT THE HELL IS THIS ."
/path_to_wavs/Ses02F_script01_1_F038.wav,e2,"MUST YOU BE INSPIRED ."
/path_to_wavs/Ses02F_script01_1_F040.wav,e2,"WELL YOU DON'T WANT TO THINK LIKE THAT ."
/path_to_wavs/Ses02F_script01_1_F044.wav,e3,"I CAN SEE THAT ."
/path_to_wavs/Ses02F_script01_1_M011.wav,e2,"WHY SHOULDN'T HE . DREAM OF HIM AND  WALK THE NIGHTS WAITING FOR HIM . DO WE CONTRADICT HIM DO  WE SAY STRAIGHT OUT THAT  WE . DON'T HAVE ANY HOPE ANYMORE THAT WE HAVEN'T HAD HOPE FOR YEARS NOW ."
/path_to_wavs/Ses02F_script01_1_M013.wav,e2,"FOR GOD SAKES IT'S BEEN THREE YEARS NOBODY COMES BACK AFTER THREE YEARS IT'S INSANE ."
/path_to_wavs/Ses02F_script01_1_M017.wav,e0,"I'M GONNA ASK HER TO MARRY ME ."
/path_to_wavs/Ses02F_script01_1_M021.wav,e2,"WELL THEN IT ISN'T JUST MY BUSINESS ."
/path_to_wavs/Ses02F_script01_1_M023.wav,e2,"SHE'S NOT LARRY'S GIRL ."
/path_to_wavs/Ses02F_script01_1_M025.wav,e2,"TO HELL WITH THAT ."
/path_to_wavs/Ses02F_script01_1_M027.wav,e3,"WELL IF SHE DOES THEN THAT'S THE END OF IT  BUT FROM HER LETTERS I THINK SHE'S FORGOTTEN HIM  I'LL FIND OUT  AND THEN WE'LL THRASH IT OUT WITH DAD RIGHT  MOM DON'T AVOID ME ."
/path_to_wavs/Ses02F_script01_1_M029.wav,e0,"BECAUSE IT IS ."
/path_to_wavs/Ses02F_script01_1_M036.wav,e2,"I'VE BEEN A GOOD SON TOO LONG A GOOD SUCKER I'M THROUGH WITH IT ."
/path_to_wavs/Ses02F_script01_1_M037.wav,e2,"THE BUSINESS  THE BUSINESS DOESN'T INSPIRE ME ."
/path_to_wavs/Ses02F_script01_1_M038.wav,e2,"YES  I LIKE IT AN HOUR A DAY  IF I'M GONNA GRUB FOR MY MONEY ALL DAY LONG AT LEAST IN THE EVENING I WANT IT  BEAUTIFUL ."
/path_to_wavs/Ses02F_script01_1_M040.wav,e0,"YES ON THIS I WOULD ."
/path_to_wavs/Ses02F_script01_1_M043.wav,e0,"I AM THINKIN THAT  WAY ."
/path_to_wavs/Ses02F_script01_1_M044.wav,e0,"NO YOU DON'T . I'M A PRETTY TOUGH GUY ."
/path_to_wavs/Ses02F_script01_2_F005.wav,e2,"IT'S GOT  THAT  ALL ABOUT IT ."
/path_to_wavs/Ses02F_script01_2_F012.wav,e2,"BECAUSE IF HE'S NOT COMING BACK . I'LL KILL MYSELF  I MEAN LAUGH LAUGH AT ME BUT ."
/path_to_wavs/Ses02F_script01_2_F013.wav,e2,"BUT WHY DID THAT HAPPEN THE VERY NIGHT SHE CAME HERE SHE SLEEPS IN HIS ROOM AND . HIS MEMORIAL BREAKS  TO PIECES JUST LOOK LOOK AT IT ."
/path_to_wavs/Ses02F_script01_2_M001.wav,e0,"WELL MAYBE HE . JUST WANTED TO SEE HER AGAIN ."
/path_to_wavs/Ses02F_script01_2_M002.wav,e0,"WHAT DO YOU MEAN  HE LIVED NEXT DOOR TO THE GIRL ALL HIS LIFE  WHY WOULDN'T HE WANT TO SEE HER AGAIN ."
/path_to_wavs/Ses02F_script01_2_M004.wav,e0,"HOW DO YOU KNOW HE'S EVEN THINKING OF IT ."
/path_to_wavs/Ses02F_script01_2_M005.wav,e0,"WELL . SO WHAT ."
/path_to_wavs/Ses02F_script01_2_M006.wav,e0,"NOW LISTEN . KATE ."
/path_to_wavs/Ses02F_script01_2_M007.wav,e0,"YOU CAN'T READ HER MIND ."
/path_to_wavs/Ses02F_script01_2_M008.wav,e0,"HOW DO YOU KNOW WHY SHE'S WAITED ."
/path_to_wavs/Ses02F_script01_2_M016.wav,e2,"WHAT DOES THAT MEAN ME ABOVE ALL ."
/path_to_wavs/Ses02F_script01_2_M017.wav,e2,"LOOK AT YOU LOOK AT YOU SHAKING ."
/path_to_wavs/Ses02F_script01_2_M018.wav,e2,"WHAT HAVE I GOT TO HIDE . WHAT THE HELL IS THE MATTER WITH YOU KATE ."
/path_to_wavs/Ses02F_script01_3_F009.wav,e3,"FROM HER  POINT OF VIEW WHY ELSE WOULD I COME ."
/path_to_wavs/Ses02F_script01_3_F012.wav,e1,"I ALMOST GOT MARRIED TWO YEARS AGO ."
/path_to_wavs/Ses02F_script01_3_F013.wav,e1,"YOU STARTED TO WRITE ME AND ."
/path_to_wavs/Ses02F_script01_3_F014.wav,e1,"EVERY DAY SINCE ."
/path_to_wavs/Ses02F_script01_3_F016.wav,e1,"I WILL NEVER FORGIVE YOU WHY DID YOU WAIT ALL THESE YEARS ALL . I DID WAS . SIT AND . WONDER IF I WAS  CRAZY FOR  THINKING OF YOU ."
/path_to_wavs/Ses02F_script01_3_F020.wav,e3,"THEN WHAT'S WRONG . I . MEAN  EVEN IN YOUR LETTERS  THERE WAS SOME  SOMETHING  ASHAMED ."
/path_to_wavs/Ses02F_script01_3_F021.wav,e3,"YOU'VE . GOTTA TELL ME ."
/path_to_wavs/Ses02F_script01_3_F022.wav,e3,"IT WOULDN'T WORK THIS WAY ."
/path_to_wavs/Ses02F_script01_3_F023.wav,e3,"YEAH  SURE ."
/path_to_wavs/Ses02F_script01_3_F024.wav,e3,"HOW MANY ."
/path_to_wavs/Ses02F_script01_3_F025.wav,e3,"OH  GEE ."
/path_to_wavs/Ses02F_script01_3_F026.wav,e3,"YOU STILL FEEL THAT WAY ."
/path_to_wavs/Ses02F_script01_3_F029.wav,e1,"WHAT'LL I DO WITH A FORTUNE ."
/path_to_wavs/Ses02F_script01_3_M001.wav,e0,"YOU'RE NOT SORRY YOU CAME ."
/path_to_wavs/Ses02F_script01_3_M010.wav,e1,"YOU FEEL IT'S WRONG HERE DON'T YOU . THIS YARD  THIS CHAIR . I WANT YOU TO BE READY FOR ME I DON'T WANT TO HAVE TO WIN YOU AWAY FROM ANYTHING ."
/path_to_wavs/Ses02F_script01_3_M020.wav,e3,"NO . NOTHING LIKE THAT ."
/path_to_wavs/Ses02F_script01_3_M021.wav,e3,"YEAH I SUPPOSE I HAVE BEEN BUT  IT'S GOING FROM ME ."
/path_to_wavs/Ses02F_script01_3_M022.wav,e3,"I DON'T KNOW HOW TO START ."
/path_to_wavs/Ses02F_script01_3_M023.wav,e3,"IT'S ALL MIXED UP WITH SO MANY OTHER  THINGS . YOU REMEMBER OVERSEAS I WAS IN COMMAND OF A COMPANY ."
/path_to_wavs/Ses02F_script01_3_M024.wav,e3,"WELL . I LOST THEM ."
/path_to_wavs/Ses02F_script01_3_M025.wav,e3,"JUST ABOUT ALL ."
/path_to_wavs/Ses02F_script01_3_M026.wav,e3,"IT TAKES SOME TIME FOR A GUY TO . TOSS THAT OFF . CAUSE THEY WEREN'T  JUST MEN ."
/path_to_wavs/Ses02F_script01_3_M027.wav,e3,"FOR INSTANCE ONE TIME IT  HAD BEEN RAINING SEVERAL DAYS AND THIS KID CAME TO ME AND . GAVE ME HIS LAST PAIR OF DRY SOCKS  I PUT THEM IN POCKET  IT'S ONLY A LITTLE THING BUT  THAT'S THE KIND OF GUYS I HAD ."
/path_to_wavs/Ses02F_script01_3_M028.wav,e3,"THEY DIDN'T DIE . THEY KILLED THEMSELVES FOR EACH OTHER  I MEAN THAT EXACTLY A  LITTLE MORE SELFISH AND THEY'D HAVE BEEN HERE TODAY ."
/path_to_wavs/Ses02F_script01_3_M029.wav,e3,"I GOT THIS IDEA . WATCHING THEM GO DOWN . EVERYTHING WAS BEING DESTROYED SEE BUT . IT SEEMED THAT THERE WAS ONE NEW THING BEING MADE A . SORT OF  RESPONSIBILITY  MAN FOR MAN ."
/path_to_wavs/Ses02F_script01_3_M030.wav,e3,"YOU KNOW WHAT I MEAN  TO SHOW THAT TO . BRING THAT ONTO THE EARTH AGAIN LIKE . SOME KIND OF MONUMENT AND EVERYONE WOULD . FEEL IT STANDING BEHIND HIM AND IT WOULD MAKE A DIFFERENCE TO HIM ."
/path_to_wavs/Ses02F_script01_3_M031.wav,e3,"THEN I CAME BACK AND . IT WAS INCREDIBLE  THERE . WAS NO MEANING IN IT HERE  THE WHOLE THING TO THEM SEEMED LIKE SORT OF A  BUS ACCIDENT . I WENT TO WORK WITH DAD AND . THAT RAT RACE AGAIN ."
/path_to_wavs/Ses02F_script01_3_M032.wav,e3,"AND I FELT WHAT YOU SAID . ASHAMED SOMEHOW . CAUSE NOBODY WAS CHANGED AT ALL IT  SEEMED TO MAKE SUCKERS OUT OF A LOT OF GUYS  I FELT WRONG TO BE ALIVE  TO . OPEN THE NEW BANK BOOK . DRIVE THE NEW CAR SEE THE NEW REFRIGERATOR ."
/path_to_wavs/Ses02F_script01_3_M033.wav,e3,"I MEAN YOU CAN TAKE THOSE THINGS OUT OF A WAR BUT . WHEN YOU DRIVE THAT CAR YOU'VE  GOTTA KNOW THAT IT . CAME OUT OF THE LOVE A MAN CAN HAVE FOR A MAN . YOU'VE GOTTA BE A LITTLE BETTER BECAUSE OF IT ."
/path_to_wavs/Ses02F_script01_3_M034.wav,e3,"BECAUSE OTHERWISE ALL YOU HAVE IS . REALLY LOOT . AND . THERE'S BLOOD ON IT AND  I DIDN'T WANT TO TAKE ANY OF IT AND  I GUESS THAT INCLUDED YOU ."
/path_to_wavs/Ses02F_script02_1_F001.wav,e0,"WHAT FLASHLIGHT ."
/path_to_wavs/Ses02F_script02_1_F005.wav,e0,"YEAH ."
/path_to_wavs/Ses02F_script02_1_F019.wav,e0,"WE DIDN'T SEE THEM THE FIRST TIME EITHER ."
/path_to_wavs/Ses02F_script02_1_F021.wav,e0,"ABOUT WHAT ."
/path_to_wavs/Ses02F_script02_1_M000.wav,e1,"WHAT TIME IS IT  THEY'RE SUPPOSED TO RUN AROUND MIDNIGHT ."
/path_to_wavs/Ses02F_script02_1_M001.wav,e1,"THIS IS GREAT ISN'T IT  LOOK AT THE NIGHT WE'VE GOT HERE COULDN'T BE BETTER ."
/path_to_wavs/Ses02F_script02_1_M002.wav,e1,"I WOULD HAVE LIKED TO HAVE GONE A LITTLE FURTHER UP THE COAST TO GET AWAY FROM THE  LIGHTS AND THE PEOPLE BUT I  WAS AFRAID WE'D MISS IT ."
/path_to_wavs/Ses02F_script02_1_M003.wav,e1,"HOW YOU DOING ."
/path_to_wavs/Ses02F_script02_1_M004.wav,e1,"IS THAT NO  IS  THAT . JUST FOAM . I . CAN'T EVEN TELL ."
/path_to_wavs/Ses02F_script02_1_M005.wav,e1,"WELL I GUESS WE CAN TELL IT PROBABLY ISN'T RIGHT . PROBABLY BE UNMISTAKABLE DON'T YOU THINK ."
/path_to_wavs/Ses02F_script02_1_M006.wav,e1,"HOW YOU DOING . AW YOU KNOW WHAT I FORGOT I . FORGOT TO BRING MY . FLASHLIGHT OH HOW  COULD I BE SO STUPID I SHOULD'VE BROUGHT MY FLASHLIGHT ."
/path_to_wavs/Ses02F_script02_1_M009.wav,e0,"OH . WELL . SURE ."
/path_to_wavs/Ses02F_script02_1_M010.wav,e0,"RIGHT OF COURSE  OUR FLASHLIGHT MINE AND YOURS I  MEAN . ME FLASHLIGHT IS SU FLASHLIGHT NATURALLY ."
/path_to_wavs/Ses02F_script02_1_M012.wav,e0,"I WONDER . DO THEY ALWAYS RUN DURING A FULL MOON I CAN'T REMEMBER IF IT WAS . FULL LAST YEAR DO YOU REMEMBER ."
/path_to_wavs/Ses02F_script02_1_M013.wav,e0,"YOU COLD DO . YOU WANT MY JACKET  OH WE SHOULD'VE BROUGHT THE BLANKET . OUR . BLANKET ."
/path_to_wavs/Ses02F_script02_1_M014.wav,e1,"THIS IS GREAT ISN'T IT  A . SIX PACK WOULD BE JUST THE TICKET RIGHT NOW ."
/path_to_wavs/Ses02F_script02_1_M015.wav,e1,"I CAN'T BELIEVE  I  FORGOT I'M LIKE A KID . IT'S AMAZING I GOT OUT OF THE HOUSE WITH MY FLY ZIPPED ."
